Invoice ID,first_name,last_name,address,phone1,phone2,email,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,CITY,STATE
448-81-5016,Lauran,Burnard,66697 Park Pl #3224,307-342-7795,307-453-7589,lburnard@burnard.com,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,3/11/19,12:01,Credit card,119.54,4.761904762,5.977,5.8,Riverton,WY
142-72-4741,Ceola,Setter,96263 Greenwood Pl,207-627-7565,207-297-5029,ceola.setter@setter.org,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/19,18:37,Credit card,186.4,4.761904762,9.32,6,Warren,ME
217-58-1179,My,Rantanen,8 Mcarthur Ln,215-491-5633,215-647-2158,my@hotmail.com,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/19,11:25,Cash,250.6,4.761904762,12.53,4.2,Richboro,PA
376-02-8238,Lorrine,Worlds,8 Fair Lawn Ave,813-769-2939,813-863-6467,lorrine.worlds@worlds.com,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2/2/19,18:42,Credit card,750.96,4.761904762,37.548,8.3,Tampa,FL
530-90-9855,Peggie,Sturiale,9 N 14th St,619-608-1763,619-695-8086,peggie@cox.net,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,1/1/19,14:47,Cash,380.72,4.761904762,19.036,5.7,El Cajon,CA
866-05-7563,Marvel,Raymo,9 Vanowen St,979-718-8968,979-809-5770,mraymo@yahoo.com,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/19,19:43,Cash,244.2,4.761904762,12.21,4.8,College Station,TX
604-70-6476,Daron,Dinos,18 Waterloo Geneva Rd,847-233-3075,847-265-6609,daron_dinos@cox.net,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/19,14:04,Ewallet,89.7,4.761904762,4.485,6.8,Highland Park,IL
799-71-1548,An,Fritz,506 S Hacienda Dr,609-228-5265,609-854-7156,an_fritz@hotmail.com,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,1/7/19,16:11,Credit card,310.88,4.761904762,15.544,8.8,Atlantic City,NJ
785-13-7708,Portia,Stimmel,3732 Sherman Ave,908-722-7128,908-670-4712,portia.stimmel@aol.com,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/19,19:06,Credit card,511.42,4.761904762,25.571,4.2,Bridgewater,NJ
845-51-0542,Rhea,Aredondo,25657 Live Oak St,718-560-9537,718-280-4183,rhea_aredondo@cox.net,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2/2/19,15:34,Ewallet,418.95,4.761904762,20.9475,6.4,Brooklyn,NY
662-47-5456,Benedict,Sama,4923 Carey Ave,314-787-1588,314-858-4832,bsama@cox.net,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/19,19:06,Credit card,351.9,4.761904762,17.595,8.4,Saint Louis,MO
883-17-4236,Alyce,Arias,3196 S Rider Trl,209-317-1801,209-242-7022,alyce@arias.org,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,3/2/19,19:44,Credit card,28.78,4.761904762,1.439,7.2,Stockton,CA
290-68-2984,Heike,Berganza,3 Railway Ave #75,973-936-5095,973-822-8827,heike@gmail.com,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/19,11:22,Cash,95,4.761904762,4.75,5.2,Little Falls,NJ
704-11-6354,Carey,Dopico,87393 E Highland Rd,317-578-2453,317-441-5848,carey_dopico@dopico.org,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,1/6/19,11:23,Cash,471.2,4.761904762,23.56,8.9,Indianapolis,IN
110-48-7033,Dottie,Hellickson,67 E Chestnut Hill Rd,206-540-6076,206-295-5631,dottie@hellickson.org,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/19,14:12,Cash,130.48,4.761904762,6.524,9,Seattle,WA
366-93-0948,Deandrea,Hughey,33 Lewis Rd #46,336-822-7652,336-467-3095,deandrea@yahoo.com,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/19,10:46,Credit card,66.35,4.761904762,3.3175,9.7,Burlington,NC
729-09-9681,Kimberlie,Duenas,8100 Jacksonville Rd #7,785-629-8542,785-616-1685,kimberlie_duenas@yahoo.com,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2/5/19,10:16,Ewallet,155.46,4.761904762,7.773,8.7,Hays,KS
151-16-1484,Martina,Staback,7 W Wabansia Ave #227,407-471-6908,407-429-2145,martina_staback@staback.com,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/19,12:38,Ewallet,129,4.761904762,6.45,6.5,Orlando,FL
380-94-4661,Skye,Fillingim,25 Minters Chapel Rd #9,612-508-2655,612-664-6304,skye_fillingim@yahoo.com,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2/7/19,13:05,Credit card,263.76,4.761904762,13.188,6.9,Minneapolis,MN
850-41-9669,Jade,Farrar,6882 Torresdale Ave,803-352-5387,803-975-3405,jade.farrar@yahoo.com,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/19,13:25,Ewallet,675.54,4.761904762,33.777,6.2,Columbia,SC
821-07-3596,Charlene,Hamilton,985 E 6th Ave,707-300-1771,707-821-8037,charlene.hamilton@hotmail.com,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/19,14:53,Ewallet,65.8,4.761904762,3.29,5.6,Santa Rosa,CA
655-85-5130,Geoffrey,Acey,7 West Ave #1,847-222-1734,847-556-2909,geoffrey@gmail.com,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/19,19:22,Cash,153.2,4.761904762,7.66,5.7,Palatine,IL
447-15-7839,Stevie,Westerbeck,26659 N 13th St,949-867-4077,949-903-3898,stevie.westerbeck@yahoo.com,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/19,11:00,Cash,222.4,4.761904762,11.12,4.2,Costa Mesa,CA
154-74-7179,Pamella,Fortino,669 Packerland Dr #1438,303-404-2210,303-794-1341,pamella@fortino.com,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/19,19:24,Ewallet,54.45,4.761904762,2.7225,7.9,Denver,CO
253-12-6086,Harrison,Haufler,759 Eldora St,203-801-6193,203-801-8497,hhaufler@hotmail.com,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/19,12:43,Credit card,688.8,4.761904762,34.44,8.7,New Haven,CT
808-65-0703,Johnna,Engelberg,5 S Colorado Blvd #449,425-986-7573,425-700-3751,jengelberg@engelberg.org,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/19,17:22,Credit card,141.88,4.761904762,7.094,6.9,Bothell,WA
571-94-0759,Buddy,Cloney,944 Gaither Dr,440-989-5826,440-327-2093,buddy.cloney@yahoo.com,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/19,20:55,Cash,746,4.761904762,37.3,9.5,Strongsville,OH
144-51-6085,Dalene,Riden,66552 Malone Rd,603-315-6839,603-745-7497,dalene.riden@aol.com,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,1/5/19,16:05,Credit card,282.96,4.761904762,14.148,4.4,Plaistow,NH
731-14-2199,Jerry,Zurcher,77 Massillon Rd #822,321-518-5938,321-597-2159,jzurcher@zurcher.org,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/19,13:34,Ewallet,355.4,4.761904762,17.77,7,Satellite Beach,FL
783-09-1637,Haydee,Denooyer,25346 New Rd,212-792-8658,212-782-3493,hdenooyer@denooyer.org,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,3/6/19,18:13,Ewallet,337.15,4.761904762,16.8575,6.3,New York,NY
687-15-1097,Joseph,Cryer,60 Fillmore Ave,714-584-2237,714-698-2170,joseph_cryer@cox.net,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,1/3/19,19:17,Cash,42.24,4.761904762,2.112,9.7,Huntington Beach,CA
126-54-1082,Deonna,Kippley,57 Haven Ave #90,248-913-4677,248-793-4966,deonna_kippley@hotmail.com,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,1/7/19,11:44,Credit card,193.86,4.761904762,9.693,8.8,Southfield,MI
633-91-1052,Raymon,Calvaresi,6538 E Pomona St #60,317-825-4724,317-342-1532,raymon.calvaresi@gmail.com,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/19,15:51,Cash,24.06,4.761904762,1.203,5.1,Indianapolis,IN
477-24-6490,Alecia,Bubash,6535 Joyce St,940-276-7922,940-302-3036,alecia@aol.com,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/19,16:52,Ewallet,598.26,4.761904762,29.913,7.9,Wichita Falls,TX
566-19-5475,Ma,Layous,78112 Morris Ave,203-721-3388,203-564-1543,mlayous@hotmail.com,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,1/7/19,20:52,Cash,335.79,4.761904762,16.7895,6.2,North Haven,CT
526-86-8552,Detra,Coyier,96950 Hidden Ln,410-739-9277,410-259-2118,detra@aol.com,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/19,17:36,Cash,218.2,4.761904762,10.91,7.1,Aberdeen,MD
376-56-3573,Terrilyn,Rodeigues,3718 S Main St,504-463-4384,504-635-8518,terrilyn.rodeigues@cox.net,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2/2/19,13:23,Ewallet,381.68,4.761904762,19.084,6.4,New Orleans,LA
537-72-0426,Salome,Lacovara,9677 Commerce Dr,804-550-5097,804-858-1011,slacovara@gmail.com,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/19,16:28,Cash,709.9,4.761904762,35.495,5.7,Richmond,VA
828-61-5674,Garry,Keetch,5 Green Pond Rd #4,215-979-8776,215-846-9046,garry_keetch@hotmail.com,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/19,19:57,Credit card,440.2,4.761904762,22.01,9.6,Southampton,PA
136-08-6195,Matthew,Neither,636 Commerce Dr #42,952-651-7597,952-906-4597,mneither@yahoo.com,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/19,17:01,Credit card,559.68,4.761904762,27.984,6.4,Shakopee,MN
523-38-0215,Theodora,Restrepo,42744 Hamann Industrial Pky #82,305-936-8226,305-573-1085,theodora.restrepo@restrepo.com,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,38.85,3/6/19,13:29,Credit card,37,4.761904762,1.85,7.9,Miami,FL
490-29-1201,Noah,Kalafatis,1950 5th Ave,414-263-5287,414-660-9766,noah.kalafatis@aol.com,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,1/6/19,11:09,Cash,15.34,4.761904762,0.767,6.5,Milwaukee,WI
667-92-0055,Carmen,Sweigard,61304 N French Rd,732-941-2621,732-445-6940,csweigard@sweigard.com,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,3/4/19,15:02,Ewallet,598.98,4.761904762,29.949,8.5,Somerset,NJ
565-17-3836,Lavonda,Hengel,87 Imperial Ct #79,701-898-2154,701-421-7080,lavonda@cox.net,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,3/12/19,14:21,Cash,190.68,4.761904762,9.534,9.1,Fargo,ND
498-41-1961,Junita,Stoltzman,94 W Dodge Rd,775-638-9963,775-578-1214,junita@aol.com,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/19,18:01,Cash,333.4,4.761904762,16.67,7.6,Carson City,NV
593-95-4461,Herminia,Nicolozakes,4 58th St #3519,602-954-5141,602-304-6433,herminia@nicolozakes.org,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/19,14:49,Cash,74.86,4.761904762,3.743,6.9,Scottsdale,AZ
226-71-3580,Casie,Good,5221 Bear Valley Rd,615-390-2251,615-825-4297,casie.good@aol.com,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,1/31/19,12:02,Cash,213.75,4.761904762,10.6875,9.5,Nashville,TN
283-79-9594,Reena,Maisto,9648 S Main,410-351-1863,410-951-2667,reena@hotmail.com,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/19,13:30,Credit card,339.57,4.761904762,16.9785,5.2,Salisbury,MD
430-60-3493,Mirta,Mallett,7 S San Marcos Rd,212-870-1286,212-745-6948,mirta_mallett@gmail.com,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2/3/19,14:38,Cash,664.16,4.761904762,33.208,4.2,New York,NY
139-20-0155,Cathrine,Pontoriero,812 S Haven St,806-703-1435,806-558-5848,cathrine.pontoriero@pontoriero.com,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/19,17:37,Credit card,403,4.761904762,20.15,7,Amarillo,TX
558-80-4082,Filiberto,Tawil,3882 W Congress St #799,323-765-2528,323-842-8226,ftawil@hotmail.com,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/19,17:20,Ewallet,194.95,4.761904762,9.7475,6,Los Angeles,CA
278-97-7759,Raul,Upthegrove,4 E Colonial Dr,619-509-5282,619-666-4765,rupthegrove@yahoo.com,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/19,20:29,Cash,62.48,4.761904762,3.124,4.7,La Mesa,CA
316-68-6352,Sarah,Candlish,45 2nd Ave #9759,770-732-1194,770-531-2842,sarah.candlish@gmail.com,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/19,10:00,Cash,72.72,4.761904762,3.636,7.1,Atlanta,GA
585-03-5943,Lucy,Treston,57254 Brickell Ave #372,508-769-5250,508-502-5634,lucy@cox.net,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/19,11:46,Ewallet,181.1,4.761904762,9.055,5.9,Worcester,MA
211-05-0490,Judy,Aquas,8977 Connecticut Ave Nw #3,269-756-7222,269-431-9464,jaquas@aquas.com,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/19,13:42,Cash,259.6,4.761904762,12.98,7.5,Niles,MI
727-75-6477,Yvonne,Tjepkema,9 Waydell St,973-714-1721,973-976-8627,yvonne.tjepkema@hotmail.com,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/19,14:44,Cash,115.36,4.761904762,5.768,6.4,Fairfield,NJ
744-02-5987,Kayleigh,Lace,43 Huey P Long Ave,337-740-9323,337-751-2326,kayleigh.lace@yahoo.com,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,1/10/19,14:16,Ewallet,470.28,4.761904762,23.514,5.8,Lafayette,LA
307-83-9164,Felix,Hirpara,7563 Cornwall Rd #4462,717-491-5643,717-583-1497,felix_hirpara@cox.net,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/19,15:54,Cash,240.04,4.761904762,12.002,4.5,Denver,PA
779-06-0012,Tresa,Sweely,22 Bridle Ln,314-359-9566,314-231-3514,tresa_sweely@hotmail.com,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/19,10:21,Cash,88.61,4.761904762,4.4305,7.7,Valley Park,MO
446-47-6729,Kristeen,Turinetti,70099 E North Ave,817-213-8851,817-947-9480,kristeen@gmail.com,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,1/2/19,18:09,Credit card,199.64,4.761904762,9.982,6.7,Arlington,TX
573-10-3877,Jenelle,Regusters,3211 E Northeast Loop,813-932-8715,813-357-7296,jregusters@regusters.com,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,3/12/19,16:46,Credit card,39.01,4.761904762,1.9505,4.7,Tampa,FL
735-06-4124,Renea,Monterrubio,26 Montgomery St,770-679-4752,770-930-9967,renea@hotmail.com,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/19,15:31,Cash,48.61,4.761904762,2.4305,4.4,Atlanta,GA
439-54-7422,Olive,Matuszak,13252 Lighthouse Ave,760-938-6069,760-745-2649,olive@aol.com,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/19,17:15,Credit card,204.76,4.761904762,10.238,4.7,Cathedral City,CA
396-90-2219,Ligia,Reiber,206 Main St #2804,517-906-1108,517-747-7664,lreiber@cox.net,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/19,12:29,Cash,119.68,4.761904762,5.984,8.6,Lansing,MI
411-77-0180,Christiane,Eschberger,96541 W Central Blvd,602-390-4944,602-330-6894,christiane.eschberger@yahoo.com,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/19,20:14,Ewallet,505.4,4.761904762,25.27,4.3,Phoenix,AZ
286-01-5402,Goldie,Schirpke,34 Saint George Ave #2,207-295-7569,207-748-3722,goldie.schirpke@yahoo.com,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/19,13:22,Cash,281.61,4.761904762,14.0805,9.6,Bangor,ME
803-17-8013,Loreta,Timenez,47857 Coney Island Ave,301-696-6420,301-392-6698,loreta.timenez@hotmail.com,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/19,17:09,Cash,710.32,4.761904762,35.516,4.1,Clinton,MD
512-98-1403,Fabiola,Hauenstein,8573 Lincoln Blvd,717-809-3119,717-344-2804,fabiola.hauenstein@hauenstein.org,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/19,10:40,Ewallet,79.44,4.761904762,3.972,4.7,York,PA
848-42-2560,Amie,Perigo,596 Santa Maria Ave #7913,972-419-7946,972-898-1033,amie.perigo@yahoo.com,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,3/5/19,17:43,Cash,163.82,4.761904762,8.191,7.8,Mesquite,TX
532-59-7201,Raina,Brachle,3829 Ventura Blvd,406-318-1515,406-374-7752,raina.brachle@brachle.org,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,1/31/19,14:04,Cash,479.58,4.761904762,23.979,5.5,Butte,MT
181-94-6432,Erinn,Canlas,13 S Hacienda Dr,973-767-3008,973-563-9502,erinn.canlas@canlas.com,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2/5/19,19:05,Ewallet,138.66,4.761904762,6.933,9.7,Livingston,NJ
870-76-1733,Cherry,Lietz,40 9th Ave Sw #91,248-980-6904,248-697-7722,cherry@lietz.com,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2/1/19,10:08,Credit card,71.15,4.761904762,3.5575,4.4,Waterford,MI
423-64-4619,Kattie,Vonasek,2845 Boulder Crescent St,216-923-3715,216-270-9653,kattie@vonasek.org,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,3/7/19,13:12,Cash,139.95,4.761904762,6.9975,5,Cleveland,OH
227-07-4446,Lilli,Scriven,33 State St,325-631-1560,325-667-7868,lilli@aol.com,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2/10/19,20:51,Cash,781.3,4.761904762,39.065,4.4,Abilene,TX
174-36-3675,Whitley,Tomasulo,2 S 15th St,817-526-4408,817-819-7799,whitley.tomasulo@aol.com,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2/14/19,17:29,Cash,198.74,4.761904762,9.937,5.2,Fort Worth,TX
428-83-5800,Barbra,Adkin,4 Kohler Memorial Dr,718-201-3751,718-732-9475,badkin@hotmail.com,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2/9/19,10:25,Cash,63.24,4.761904762,3.162,7.3,Brooklyn,NY
603-07-0961,Hermila,Thyberg,1 Rancho Del Mar Shopping C,401-893-4882,401-885-7681,hermila_thyberg@hotmail.com,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,1/10/19,11:34,Cash,373.95,4.761904762,18.6975,4.9,Providence,RI
704-20-4138,Jesusita,Flister,3943 N Highland Ave,717-885-9118,717-686-7564,jesusita.flister@hotmail.com,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,3/11/19,18:58,Credit card,207.69,4.761904762,10.3845,8.1,Lancaster,PA
787-15-1757,Caitlin,Julia,5 Williams St,401-948-4982,401-552-9059,caitlin.julia@julia.org,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/19,16:28,Ewallet,176.28,4.761904762,8.814,8.4,Johnston,RI
649-11-3678,Roosevelt,Hoffis,60 Old Dover Rd,305-622-4739,305-302-1135,roosevelt.hoffis@aol.com,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2/26/19,20:26,Cash,206.37,4.761904762,10.3185,5.5,Hialeah,FL
622-20-1945,Helaine,Halter,8 Sheridan Rd,201-832-4168,201-412-3040,hhalter@yahoo.com,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/19,15:08,Cash,39.42,4.761904762,1.971,8.4,Jersey City,NJ
372-94-8041,Lorean,Martabano,85092 Southern Blvd,210-856-4979,210-634-2447,lorean.martabano@hotmail.com,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2/15/19,18:03,Ewallet,91.56,4.761904762,4.578,9.8,San Antonio,TX
563-91-7120,France,Buzick,64 Newman Springs Rd E,718-478-8504,718-853-3740,france.buzick@yahoo.com,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,3/8/19,13:21,Cash,308.85,4.761904762,15.4425,6.7,Brooklyn,NY
746-54-5508,Justine,Ferrario,48 Stratford Ave,909-993-3242,909-631-5703,jferrario@hotmail.com,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/19,12:48,Credit card,129.12,4.761904762,6.456,9.4,Pomona,CA
276-54-0879,Adelina,Nabours,80 Pittsford Victor Rd #9,216-230-4892,216-937-5320,adelina_nabours@gmail.com,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,3/12/19,19:53,Ewallet,390.96,4.761904762,19.548,6.4,Cleveland,OH
815-11-1168,Derick,Dhamer,87163 N Main Ave,212-304-4515,212-225-9676,ddhamer@cox.net,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,3/9/19,19:09,Cash,498.9,4.761904762,24.945,5.4,New York,NY
719-76-3868,Jerry,Dallen,393 Lafayette Ave,804-762-9576,804-808-9574,jerry.dallen@yahoo.com,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,3/12/19,16:30,Cash,377.04,4.761904762,18.852,8.6,Richmond,VA
730-61-8757,Leota,Ragel,99 5th Ave #33,706-221-4243,706-616-5131,leota.ragel@gmail.com,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,1/25/19,10:11,Credit card,204.52,4.761904762,10.226,4,Trion,GA
340-66-0321,Jutta,Amyot,49 N Mays St,337-515-1438,337-991-8070,jamyot@hotmail.com,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,3/25/19,13:07,Cash,145.44,4.761904762,7.272,7.6,Broussard,LA
868-81-1752,Aja,Gehrett,993 Washington Ave,973-544-2677,973-986-4456,aja_gehrett@hotmail.com,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2/7/19,18:48,Cash,198.18,4.761904762,9.909,6.8,Nutley,NJ
634-97-8956,Kirk,Herritt,88 15th Ave Ne,607-407-3716,607-350-7690,kirk.herritt@aol.com,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2/17/19,17:27,Credit card,98.7,4.761904762,4.935,9.1,Vestal,NY
566-71-1091,Leonora,Mauson,3381 E 40th Ave,973-412-2995,973-355-2120,leonora@yahoo.com,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2/3/19,15:59,Cash,385.1,4.761904762,19.255,5.5,Passaic,NJ
442-48-3607,Winfred,Brucato,201 Ridgewood Rd,208-252-4552,208-793-4108,winfred_brucato@hotmail.com,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/19,11:21,Credit card,46.96,4.761904762,2.348,7.9,Moscow,ID
835-16-0096,Tarra,Nachor,39 Moccasin Dr,415-411-1775,415-284-2730,tarra.nachor@cox.net,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,3/24/19,13:48,Ewallet,73.5,4.761904762,3.675,8.5,San Francisco,CA
527-09-6272,Corinne,Loder,4 Carroll St,508-942-4186,508-618-7826,corinne@loder.org,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,3/21/19,10:17,Credit card,142.25,4.761904762,7.1125,9.1,North Attleboro,MA
898-04-2717,Dulce,Labreche,9581 E Arapahoe Rd,248-357-8718,248-811-5696,dulce_labreche@yahoo.com,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/19,15:49,Ewallet,687.6,4.761904762,34.38,7.5,Rochester,MI
692-27-8933,Kate,Keneipp,33 N Michigan Ave,920-353-6377,920-355-1610,kate_keneipp@yahoo.com,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2/24/19,13:02,Cash,347.7,4.761904762,17.385,5.2,Green Bay,WI
633-09-3463,Kaitlyn,Ogg,2 S Biscayne Blvd,410-665-4903,410-773-3862,kaitlyn.ogg@gmail.com,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,3/28/19,12:58,Credit card,142.95,4.761904762,7.1475,9.5,Baltimore,MD
374-17-3652,Sherita,Saras,8 Us Highway 22,719-669-1664,719-547-9543,sherita.saras@cox.net,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2/5/19,15:26,Credit card,385.38,4.761904762,19.269,8.9,Colorado Springs,CO
378-07-7001,Lashawnda,Stuer,7422 Martin Ave #8,419-588-8719,419-399-1744,lstuer@cox.net,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2/10/19,18:23,Credit card,144.27,4.761904762,7.2135,7.8,Toledo,OH
433-75-6987,Ernest,Syrop,94 Chase Rd,301-998-9644,301-257-4883,ernest@cox.net,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,3/5/19,19:06,Ewallet,391.79,4.761904762,19.5895,8.9,Hyattsville,MD
873-95-4984,Nobuko,Halsey,8139 I Hwy 10 #92,508-855-9887,508-897-7916,nobuko.halsey@yahoo.com,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2/15/19,20:21,Cash,538.3,4.761904762,26.915,7.7,New Bedford,MA
416-13-5917,Lavonna,Wolny,5 Cabot Rd,703-483-1970,703-892-2914,lavonna.wolny@hotmail.com,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,1/30/19,16:24,Ewallet,485.15,4.761904762,24.2575,9.3,Mc Lean,VA
